序号与项目,检查点,原文关键词,解析关键词,原文短证据,解析短证据,Codex预检,人工结论,人工意见
007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,原辅材料,原辅材料,原辅材料,3、P54，核实废包装桶重量（按原辅材料表核算，项目约产生废包装桶195个）； 4.P39，核实表4-5中无组织排放量。 5.P42，完善非正常工况下的,3、P54，核实废包装桶重量（按原辅材料表核算，项目约产生废包装桶195个）； 4.P39，核实表4-5中无组织排放量。 5.P42，完善非正常工况下的,关键词已对应，待人工核验数值与字段归属,,
007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,生产设备,,,,,原文未自动定位，待人工确认,,
007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,工艺与产污,,,,,原文未自动定位，待人工确认,,
007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,源强与定量核算,排放量,排放量,4.P39，核实表4-5中无组织排放量。 5.P42，完善非正常工况下的达标分析。 6.《B2、建设项目基础信息表》中有内容未更新。,4.P39，核实表4-5中无组织排放量。 5.P42，完善非正常工况下的达标分析。 6.《B2、建设项目基础信息表》中有内容未更新。,关键词已对应，待人工核验数值与字段归属,,
007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,废气治理,,,,,原文未自动定位，待人工确认,,
007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,固废与危险废物,,,,,原文未自动定位，待人工确认,,
007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,总量与执行标准,,,,,原文未自动定位，待人工确认,,
007_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,监督检查清单,,,,,原文未自动定位，待人工确认,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,项目基本情况,,,,,原文未自动定位，待人工确认,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,产品与产量,,,,,原文未自动定位，待人工确认,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,原辅材料,原辅材料,原辅材料,3、P54，核实废包装桶重量（按原辅材料表核算，项目约产生废包装桶195个）； 4.P39，核实表4-5中无组织排放量。 5.P42，完善非正常工况下的,3、P54，核实废包装桶重量（按原辅材料表核算，项目约产生废包装桶195个）； 4.P39，核实表4-5中无组织排放量。 5.P42，完善非正常工况下的,关键词已对应，待人工核验数值与字段归属,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,生产设备,,,,,原文未自动定位，待人工确认,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,工艺与产污,,,,,原文未自动定位，待人工确认,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,源强与定量核算,排放量,排放量,4.P39，核实表4-5中无组织排放量。 5.P42，完善非正常工况下的达标分析。 6.《B2、建设项目基础信息表》中有内容未更新。,4.P39，核实表4-5中无组织排放量。 5.P42，完善非正常工况下的达标分析。 6.《B2、建设项目基础信息表》中有内容未更新。,关键词已对应，待人工核验数值与字段归属,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,废气治理,,,,,原文未自动定位，待人工确认,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,固废与危险废物,,,,,原文未自动定位，待人工确认,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,总量与执行标准,,,,,原文未自动定位，待人工确认,,
008_广东云晟新材料有限公司年产水性涂料2400吨新建项目_01_修改评估意见,监督检查清单,,,,,原文未自动定位，待人工确认,,
009_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资, 协议书 一、建设项目基本情况 建设项目名称 | 佛山市顺德区亚马逊涂料有限公司迁扩建项目 项目代码 | 无 建设单位联系人 | 钟春江 | 联系方式 , 协议书 一、建设项目基本情况 建设项目名称 佛山市顺德区亚马逊涂料有限公司迁扩建项目 项目代码 无 建设单位联系人 钟春江 联系方式 18927709,关键词已对应，待人工核验数值与字段归属,,
009_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见,产品与产量,主要产品、产品名称、年产,主要产品、产品名称、年产,生产规模根据业主提供的资料，项目主要产品产量见下表。表2-2 项目主要产品及年产量序号主要产品名称迁扩前（t/a）迁扩后（t/a）变化量（t/a）产品规,生产规模根据业主提供的资料，项目主要产品产量见下表。 表2-2 项目主要产品及年产量序号主要产品名称迁扩前（t/a）迁扩后（t/a）变化量（t/a）产品,关键词已对应，待人工核验数值与字段归属,,
009_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见,原辅材料,主要原辅材料、原辅材料、原料名称,主要原辅材料、原辅材料、原料名称,限制新建生产和使用高挥发性有机物原辅材料的项目，鼓励建设挥发性有机物共性工厂。项目UV涂料产品符合《低挥发性有机化合物含量涂料产品技术要求》(GBT38,限制新建生产和使用高挥发性有机物原辅材料的项目，鼓励建设挥发性有机物共性工厂。 项目UV涂料产品符合《低挥发性有机化合物含量涂料产品技术要求》(GBT3,关键词已对应，待人工核验数值与字段归属,,
009_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,、注塑、排放恶臭气味的生产工艺和生产设施。项目100m范围内没有敏感点。符合10、结合《顺德区高质量推动村级工业园升级改造总体规划》，推进区域村级工业园,、注塑、排放恶臭气味的生产工艺和生产设施。 项目100m范围内没有敏感点。 符合10、结合《顺德区高质量推动村级工业园升级改造总体规划》，推进区域村级工,关键词已对应，待人工核验数值与字段归属,,
009_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,酸洗、涂装、注塑、排放恶臭气味的生产工艺和生产设施。项目100m范围内没有敏感点。符合10、结合《顺德区高质量推动村级工业园升级改造总体规划》，推进区域,酸洗、涂装、注塑、排放恶臭气味的生产工艺和生产设施。 项目100m范围内没有敏感点。 符合10、结合《顺德区高质量推动村级工业园升级改造总体规划》，推进,关键词已对应，待人工核验数值与字段归属,,
009_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,71 附表 73 建设项目污染物排放量汇总表 附图 附图1 项目地理位置图 附图2 项目所在地50m环境敏感点分布图 附图3 项目所在地500m环境敏感,论71 附表73 建设项目污染物排放量汇总表 附图 附图1 项目地理位置图 附图2 项目所在地50m环境敏感点分布图 附图3 项目所在地500m环境敏感,关键词已对应，待人工核验数值与字段归属,,
009_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,控制要求，以及VOCs无组织排放废气收集处理系统要求执行《挥发性有机物无组织排放控制标准》(GB 37822-2019）要求，厂区内VOCs无组织排放监,控制要求，以及VOCs无组织排放废气收集处理系统要求执行《挥发性有机物无组织排放控制标准》(GB 37822-2019）要求，厂区内VOCs无组织排放监,关键词已对应，待人工核验数值与字段归属,,
009_佛山市顺德区亚马逊涂料有限公司迁扩建项目_01_修改评估意见,固废与危险废物,危险废物、固体废物、危废代码,危险废物、固体废物、危废代码,园区环境风险防控区域。项目产生的危险废物拟定期委托有资质的处置公司进行收集处理，并通过信息系统登记转移计划和电子转移联单符合危险废物全过程跟踪管理的防控,区环境风险防控区域。 项目产生的危险废物拟定期委托有资质的处置公司进行收集处理，并通过信息系统登记转移计划和电子转移联单符合危险废物全过程跟踪管理的防控,关键词已对应，待人工核验数值与字段归属,,
